Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1482,2024-05-22,2024-05-25,CUST199,Charles White,Consumer,PROD3342,Bookshelf,Furniture,East,Oklahoma,Meganside,2,1745,15,2966.5,2101.1,865.4,Cash,Returned,Golden Ltd,buckblake@hunt.com,19,No,0
ORD1483,2025-05-14,2025-05-17,CUST429,Jimmy Finley,Hone Office,PROD6009,Stapler,Office Supplies,North,Vermont,East Cindy,10,693,20,5544.0,3770.75,1773.25,UPI,Cancelled,Pruitt and Sons,penanicole@thomas.com,17,No,0
ORD1484,2025-10-11,2025-10-14,CUST555,Teresa Kim,Corporate,PROD9506,Mouse,Electronics,East,Iowa,Bryantville,1,4225,20,3380.0,2877.37,502.63,Credit Card,Delivered,"Johnson, Stone and Rowe",jeffreysalazar@smith-ibarra.info,16,No,0
ORD1485,2024-03-09,2024-03-16,CUST648,Steven Blackburn,Hone Office,PROD8357,Keyboard,Electronics,West,Mississippi,North Ricky,8,2451,10,17647.2,11800.83,5846.37,Net Banking,Returned,Morse-Daniel,sparksmichael@brown.com,33,No,0
ORD1486,2026-01-23,2026-01-26,CUST866,Nicole Patton,Consumer,PROD7899,Study Table,Furniture,South,New Hampshire,Solisberg,3,2309,20,5541.6,3495.61,2045.99,Credit Card,Delivered,Perez and Sons,hmartinez@barajas.com,50,No,0
ORD1487,2025-03-17,2025-03-20,CUST329,Leah Moody,Consumer,PROD1387,Headphones,Electronics,North,Iowa,Melissastad,6,2224,5,12676.8,7941.71,4735.09,Net Banking,Returned,Martinez-Martinez,jessica74@french-rodriguez.com,19,No,0
ORD1488,2024-12-28,2025-01-03,CUST421,Justin Rice,Hone Office,PROD8803,Juice Pack,Grocery,North,South Dakota,West Luiston,6,3275,5,18667.5,13825.87,4841.63,Cash,Returned,Casey-Sanchez,nicholeprice@schultz.com,50,No,0
ORD1489,2025-02-18,2025-02-20,CUST472,Gary Ross,Hone Office,PROD4410,Monniter,Electronics,East,Georgia,East Joshuamouth,4,4219,15,14344.6,12659.97,1684.63,Cash,Returned,"James, Weber and Buckley",agarza@phillips-smith.com,27,No,0
ORD1490,2024-12-18,2024-12-24,CUST454,Pamela Romero MD,Corporate,PROD2627,Notebook,Office Supplies,West,Idaho,Jacobborough,1,191,15,162.35,107.49,54.86,Cash,Delivered,Fox-White,jason35@hubbard-hoffman.com,41,No,0
ORD1491,2024-07-11,2024-07-12,CUST513,Denise Griffin,Hone Office,PROD8297,Dining Table,Furniture,West,Connecticut,Davidview,7,2540,20,14224.0,12077.99,2146.01,UPI,Cancelled,"Mack, Smith and Gonzales",andrew86@wilson-drake.biz,42,No,0
ORD1492,2025-03-07,2025-03-13,CUST653,Robert Whitaker,Consumer,PROD2828,Laptop,Electronics,South,Iowa,Shannonchester,6,4965,10,26811.0,19592.23,7218.77,UPI,Pending,Johnson-Hernandez,paynebarbara@morrison.org,36,No,0
ORD1493,2024-04-13,2024-04-18,CUST927,Charles Curtis,Consumer,PROD8319,Headphones,Electronics,South,Alabama,Sethbury,1,4224,5,4012.8,2675.02,1337.78,Credit Card,Pending,Bell-Reed,carlsonjoseph@oliver-rodriguez.org,45,No,0
ORD1494,2026-01-30,2026-02-04,CUST160,David Henderson,Consumer,PROD5222,Stapler,Office Supplies,West,Maryland,Jamesstad,8,1535,0,12280.0,9923.07,2356.93,Cash,Returned,"Summers, Carrillo and Thomas",gonzalezbeverly@alvarez-bennett.com,18,No,0
ORD1495,2024-12-17,2024-12-24,CUST587,Richard Mclean,Consumer,PROD9022,Cooking Oil,Grocery,North,New York,New Melissaland,9,1606,15,12285.9,8102.04,4183.86,Cash,Delivered,Douglas-Cohen,seanturner@ferguson-ruiz.com,36,No,0
ORD1496,2025-05-26,2025-06-01,CUST756,Rodney Barton,Consumer,PROD6260,Laptop,Electronics,West,Nevada,Lake Sean,5,4537,15,19282.25,12656.35,6625.9,UPI,Delivered,Roberts-Warner,qtownsend@griffin-boyle.com,6,Yes,41
ORD1497,2025-11-27,2025-12-02,CUST491,Barry Kline,Corporate,PROD4220,Rice Bag,Grocery,North,Tennessee,Port Roger,3,2113,20,5071.2,4394.4,676.8,UPI,Pending,Huffman LLC,kanderson@jones.com,25,No,0
ORD1498,2025-08-17,2025-08-18,CUST785,Peggy Martinez,Corporate,PROD3026,Calculator,Office Supplies,South,Arkansas,Beardville,2,212,0,424.0,276.93,147.07,Credit Card,Cancelled,"Walker, Pacheco and Russo",brian99@washington-henry.com,14,No,0
ORD1499,2024-02-27,2024-03-01,CUST175,Juan Saunders,Corporate,PROD8945,Headphones,Electronics,West,Hawaii,East Andrea,2,2358,10,4244.4,3109.58,1134.82,Credit Card,Delivered,Bryant-Murillo,wpatterson@smith.org,29,No,0
ORD1500,2025-05-04,2025-05-10,CUST105,Courtney Castro,Consumer,PROD2682,Dining Table,Furniture,West,Montana,West Jennifer,6,399,5,2274.3,1635.01,639.29,UPI,Delivered,Stewart-Nelson,qscott@pineda.org,39,No,0
ORD1501,2025-03-16,2025-03-23,CUST467,Jose Gardner,Consumer,PROD7964,Rice Bag,Grocery,West,Wyoming,Herrerachester,8,905,20,5792.0,3796.03,1995.97,Cash,Delivered,Cunningham-Mcdonald,changbenjamin@walker.com,39,No,0
ORD1502,2024-10-16,2024-10-17,CUST554,Jose Thompson,Hone Office,PROD8592,Sugar,Grocery,South,Maryland,Gomezville,6,4627,5,26373.9,17132.55,9241.35,Credit Card,Returned,"Burton, Johnson and Hanson",cooperstephanie@doyle.org,41,No,0
ORD1503,2024-02-26,2024-03-03,CUST630,John Stokes,Hone Office,PROD5684,Stapler,Office Supplies,North,Oregon,Allenton,10,245,5,2327.5,1524.33,803.17,Cash,Cancelled,Marshall Ltd,knelson@griffin-johnson.com,14,No,0
ORD1504,2024-06-13,2024-06-18,CUST521,Lisa Valencia,Corporate,PROD6096,Dining Table,Furniture,North,Arizona,Diazton,7,2137,15,12715.15,9935.89,2779.26,Net Banking,Delivered,Doyle-Kirby,joseortiz@williams-greer.com,24,No,0
ORD1505,2024-02-23,2024-02-28,CUST555,Katie Stevenson MD,Corporate,PROD1526,File Folder,Office Supplies,South,Missouri,South Vincent,2,1685,20,2696.0,2378.0,318.0,Cash,Pending,"Hughes, King and Anderson",stephanie15@reed.com,42,No,0
ORD1506,2025-12-05,2025-12-10,CUST551,Jennifer Welch,Hone Office,PROD8390,Pen,Office Supplies,East,Texas,Brandonstad,1,203,5,192.85,148.95,43.9,UPI,Pending,Shannon and Sons,tinadelacruz@jackson.com,46,No,0
ORD1507,2024-02-04,2024-02-09,CUST950,Zachary Lloyd,Hone Office,PROD5923,Laptop,Electronics,West,Florida,Robertaview,2,4828,5,9173.2,6741.83,2431.37,Credit Card,Cancelled,Collins-Martinez,lmartinez@morgan.info,0,Yes,29
ORD1508,2025-09-03,2025-09-09,CUST102,Tyrone Haynes,Hone Office,PROD6629,Dining Table,Furniture,West,Kentucky,Jenniferburgh,4,3699,20,11836.8,8876.39,2960.41,Net Banking,Cancelled,"Gibson, Harris and Nichols",karen33@craig.com,12,No,0
ORD1509,2025-08-02,2025-08-06,CUST147,Gina Johnson,Consumer,PROD8523,Keyboard,Electronics,South,Hawaii,Juliamouth,7,1984,0,13888.0,12244.5,1643.5,Net Banking,Delivered,"Zamora, Dixon and Hernandez",mmassey@pruitt.info,3,Yes,21
ORD1510,2025-03-07,2025-03-10,CUST379,Shane Thomas,Corporate,PROD3131,Stapler,Office Supplies,West,New York,Lake Austin,1,3733,0,3733.0,2445.08,1287.92,Net Banking,Pending,Mills-Grant,barbaralewis@washington.com,6,Yes,20
ORD1511,2025-03-12,2025-03-15,CUST161,Robert Nelson,Hone Office,PROD8182,Mouse,Electronics,East,Nevada,New Robert,1,4559,10,4103.1,2507.87,1595.23,UPI,Returned,"Thompson, Miller and Wolf",jjackson@ferrell-hall.com,13,No,0
ORD1512,2024-09-11,2024-09-17,CUST878,Heidi Robinson,Hone Office,PROD7338,Snacks,Grocery,East,Idaho,Skinnerton,4,531,5,2017.8,1338.81,678.99,Credit Card,Returned,Bell and Sons,melodyjones@bennett.com,17,No,0
ORD1513,2025-12-24,2025-12-28,CUST606,Tyler Bryant,Consumer,PROD8115,Bookshelf,Furniture,North,North Carolina,West Elizabethtown,10,2981,20,23848.0,17553.65,6294.35,Cash,Pending,Hernandez-Phelps,paul96@vazquez.net,13,No,0
ORD1514,2024-05-24,2024-05-26,CUST323,David Burgess,Hone Office,PROD4147,Juice Pack,Grocery,South,Kansas,New Mark,10,507,20,4056.0,3451.08,604.92,UPI,Cancelled,Guzman-Ortiz,david51@smith.com,46,No,0
ORD1515,2024-07-06,2024-07-09,CUST150,Nicholas Perez,Consumer,PROD2348,Cooking Oil,Grocery,West,Indiana,Phillipsfort,5,3981,5,18909.75,13017.86,5891.89,Net Banking,Delivered,"Brown, Sandoval and Johnson",phillip02@johnson.com,30,No,0
ORD1516,2024-02-21,2024-02-24,CUST543,Gregory Thomas,Consumer,PROD1082,Mouse,Electronics,North,Idaho,North Dustin,3,4476,0,13428.0,11128.4,2299.6,Cash,Returned,Graham PLC,stevedavis@lynch-castaneda.net,14,No,0
ORD1517,2025-11-20,2025-11-27,CUST563,Julie Mullins,Corporate,PROD2436,Snacks,Grocery,South,Connecticut,Stuartmouth,10,3944,0,39440.0,28330.14,11109.86,Cash,Delivered,"Gutierrez, Carlson and Wyatt",nicole88@willis.biz,6,Yes,46
ORD1518,2025-09-29,2025-10-01,CUST345,Wendy Barrett,Corporate,PROD7739,Laptop,Electronics,South,Missouri,Melissahaven,2,994,15,1689.8,1035.78,654.02,UPI,Cancelled,"Hutchinson, Garza and Kaufman",robertconley@brock-blackwell.com,13,No,0
ORD1519,2024-06-01,2024-06-07,CUST363,Martin Phillips,Consumer,PROD6896,Notebook,Office Supplies,South,New York,Bowmanstad,7,3897,15,23187.15,16761.85,6425.3,Net Banking,Returned,"Rivers, Edwards and Webster",laura13@johnson.com,36,No,0
ORD1520,2024-07-09,2024-07-14,CUST802,William Francis,Corporate,PROD2552,Study Table,Furniture,South,Arizona,East Carl,9,3485,15,26660.25,23271.07,3389.18,Net Banking,Delivered,"Wallace, Reynolds and Wilkins",barbarasmith@cruz.com,24,No,0
ORD1521,2024-12-28,2025-01-04,CUST107,Zachary Gardner,Consumer,PROD1625,Juice Pack,Grocery,South,North Dakota,New Hannah,8,2489,15,16925.2,10441.16,6484.04,UPI,Returned,Smith Group,leonardpamela@brown-brown.com,3,Yes,36
ORD1522,2024-05-25,2024-05-28,CUST465,Sandra Shaw,Hone Office,PROD8149,Sofa,Furniture,West,New Hampshire,South Robertaland,6,1745,5,9946.5,7580.9,2365.6,Credit Card,Delivered,"Macdonald, Sandoval and Richard",hsmith@thompson.com,50,No,0
ORD1523,2025-04-08,2025-04-14,CUST344,Richard Estrada,Corporate,PROD5088,Mouse,Electronics,North,Alaska,Hodgeville,6,1435,15,7318.5,6266.06,1052.44,Credit Card,Delivered,Moreno-Clarke,hrichardson@james.biz,39,No,0
ORD1524,2025-09-11,2025-09-15,CUST724,Janet Lloyd,Consumer,PROD5650,Mouse,Electronics,East,Minnesota,Lake Peggychester,4,3165,5,12027.0,9824.3,2202.7,UPI,Pending,Johnson-Davis,fparks@patterson.net,7,Yes,28
ORD1525,2024-08-11,2024-08-14,CUST556,Ronald Schwartz,Consumer,PROD1894,Sofa,Furniture,West,Connecticut,New Tammy,10,1090,15,9265.0,8218.64,1046.36,Cash,Delivered,Fowler-Garcia,williamsjimmy@skinner.com,8,Yes,38
ORD1526,2025-02-08,2025-02-13,CUST210,Stephen Mitchell,Hone Office,PROD6557,Cooking Oil,Grocery,East,Georgia,Coxshire,5,3951,0,19755.0,12897.47,6857.53,Credit Card,Delivered,Elliott-Kerr,barbara78@love.com,40,No,0
ORD1527,2024-08-24,2024-08-30,CUST514,Thomas Horn,Corporate,PROD3873,Snacks,Grocery,East,Washington,Aliciafurt,3,2171,20,5210.4,3142.12,2068.28,Cash,Returned,Herring PLC,priceangela@jackson-wilson.com,36,No,0
ORD1528,2025-12-21,2025-12-23,CUST215,Whitney Turner,Hone Office,PROD5086,Stapler,Office Supplies,East,Kentucky,East Dana,4,4702,15,15986.8,12338.03,3648.77,Cash,Returned,"Scott, Black and Graham",robert35@martinez.info,5,Yes,49
ORD1529,2024-04-09,2024-04-12,CUST902,Jeffery Mullins,Corporate,PROD1384,Monniter,Electronics,West,Vermont,Port Shawnfort,10,2811,15,23893.5,20688.03,3205.47,UPI,Returned,Johnson-Fox,josemoore@travis-campbell.com,16,No,0
ORD1530,2024-11-09,2024-11-13,CUST901,Kelly Campbell,Consumer,PROD8900,Stapler,Office Supplies,South,Illinois,Michellefort,10,3841,20,30728.0,26284.84,4443.16,Net Banking,Cancelled,Hawkins-Martin,vgeorge@white.info,23,No,0
ORD1531,2024-04-08,2024-04-15,CUST383,Pamela Myers,Hone Office,PROD9664,Dining Table,Furniture,East,Wyoming,North Ashley,10,3838,15,32623.0,22932.65,9690.35,Net Banking,Cancelled,"Montoya, Tyler and Mitchell",mmills@evans-wu.com,46,No,0
ORD1532,2024-12-14,2024-12-16,CUST769,Christopher Warren,Hone Office,PROD6514,Rice Bag,Grocery,South,Florida,Wrightfurt,4,1565,0,6260.0,5007.22,1252.78,Net Banking,Delivered,Oconnor Group,phawkins@foster.com,13,No,0
ORD1533,2024-08-21,2024-08-23,CUST424,David Smith,Corporate,PROD4420,Dining Table,Furniture,North,Louisiana,Silvashire,1,2451,0,2451.0,2132.39,318.61,Cash,Pending,Taylor Inc,johnsonalexandria@carpenter.info,24,No,0
ORD1534,2025-09-24,2025-09-27,CUST860,Jennifer Nguyen,Consumer,PROD1812,Headphones,Electronics,South,Arkansas,Hollyfort,3,3364,20,8073.6,5823.33,2250.27,Net Banking,Pending,Roy-Harris,carterlisa@tyler-reese.com,26,No,0
ORD1535,2025-04-12,2025-04-15,CUST867,Albert Pruitt,Corporate,PROD6835,Sofa,Furniture,West,Iowa,East Alexandria,5,969,15,4118.25,2678.31,1439.94,Net Banking,Pending,Walls LLC,johndixon@campbell.com,30,No,0
ORD1536,2025-04-17,2025-04-19,CUST548,Angie Rios,Corporate,PROD4585,Cooking Oil,Grocery,East,Rhode Island,South Sydneybury,3,2626,15,6696.3,4634.71,2061.59,Credit Card,Returned,Wagner-Yates,tbryant@morgan-mullen.com,26,No,0
ORD1537,2024-03-21,2024-03-25,CUST252,William Diaz,Consumer,PROD3992,Cooking Oil,Grocery,South,New Jersey,Danielschester,1,4873,10,4385.7,3122.15,1263.55,Net Banking,Delivered,Smith-Wallace,christinaobrien@wallace.com,20,No,0
ORD1538,2025-01-24,2025-01-31,CUST255,Trevor Brewer,Corporate,PROD8780,Pen,Office Supplies,South,Michigan,Brownview,6,1328,10,7171.2,5700.14,1471.06,UPI,Pending,Leon LLC,morganashley@holt-scott.biz,10,No,0
ORD1539,2025-03-31,2025-04-06,CUST177,Brian Shea,Consumer,PROD7450,Bookshelf,Furniture,North,Colorado,Kaiserberg,6,853,5,4862.1,3776.86,1085.24,UPI,Pending,Baker-Coffey,thomassanchez@bright.com,2,Yes,31
ORD1540,2024-02-26,2024-03-01,CUST846,Joanne Robinson,Consumer,PROD4843,Sofa,Furniture,North,New Hampshire,Flowersville,4,2035,10,7326.0,5639.91,1686.09,Cash,Cancelled,Abbott-Leonard,patrickgarcia@mitchell-cameron.info,44,No,0
ORD1541,2025-06-16,2025-06-23,CUST990,Debra Patel,Hone Office,PROD5700,Calculator,Office Supplies,North,Nevada,Pierceview,4,1193,15,4056.2,2476.52,1579.68,UPI,Cancelled,"Williams, Smith and Johnson",julia32@smith.com,37,No,0
ORD1542,2024-10-30,2024-10-31,CUST173,Mr. Daniel Kennedy DDS,Hone Office,PROD1129,Rice Bag,Grocery,North,Arizona,East Sheila,4,291,15,989.4,798.26,191.14,UPI,Returned,Williams-Ritter,andrew48@york.com,0,Yes,48
ORD1543,2024-06-20,2024-06-25,CUST419,Cynthia Sosa,Corporate,PROD5264,Sofa,Furniture,North,New Mexico,East Ronaldmouth,4,4700,5,17860.0,14224.56,3635.44,UPI,Returned,"Juarez, King and Dudley",lamberttammy@brooks.org,49,No,0
ORD1544,2024-09-20,2024-09-25,CUST384,Laura Johnston,Corporate,PROD7786,Office Chair,Furniture,East,Tennessee,Port Christophershire,9,3900,10,31590.0,23848.72,7741.28,UPI,Pending,"Johnson, Delgado and Bailey",baileyvaughan@davis-obrien.com,43,No,0
ORD1545,2024-11-14,2024-11-17,CUST199,Miranda Morrison,Corporate,PROD4784,Cooking Oil,Grocery,West,Idaho,Dennisberg,7,794,5,5280.1,3934.21,1345.89,Net Banking,Pending,Anderson-Williams,harrismercedes@galloway.net,11,No,0
ORD1546,2024-03-26,2024-03-27,CUST316,Andrew Booker,Corporate,PROD8007,Monniter,Electronics,East,Hawaii,New Adamburgh,10,2104,20,16832.0,12149.61,4682.39,UPI,Pending,"Avery, Pittman and Larson",jamesdillon@porter.info,7,Yes,40
ORD1547,2024-08-10,2024-08-14,CUST576,John Thomas,Consumer,PROD2583,Cooking Oil,Grocery,East,North Carolina,East Jenniferland,9,3517,0,31653.0,24712.57,6940.43,UPI,Cancelled,Graham-Gonzales,sarah87@thompson-frazier.biz,33,No,0
ORD1548,2026-01-31,2026-02-02,CUST926,Joanna Fitzgerald,Hone Office,PROD4947,Notebook,Office Supplies,North,Rhode Island,Cheyennechester,3,3494,0,10482.0,7884.9,2597.1,UPI,Returned,Murray-Alvarado,vmckee@tucker-liu.org,20,No,0
ORD1549,2024-12-04,2024-12-10,CUST674,Angela Campbell,Consumer,PROD5457,Calculator,Office Supplies,North,South Carolina,East Lori,8,2520,0,20160.0,12191.32,7968.68,Net Banking,Delivered,Day Group,lsanchez@escobar.biz,36,No,0
ORD1550,2026-01-24,2026-01-28,CUST790,David Campos,Corporate,PROD5041,Monniter,Electronics,West,Nebraska,Daveport,8,121,0,968.0,626.26,341.74,Credit Card,Pending,"Waller, Bailey and Sherman",tiffany28@dominguez-gonzales.com,17,No,0
ORD1551,2025-07-01,2025-07-05,CUST417,Joseph Andrews,Corporate,PROD4841,Sugar,Grocery,North,Arizona,East Jeremyland,1,1106,10,995.4,632.97,362.43,Cash,Delivered,"Chavez, Martin and Riddle",megan03@day.com,32,No,0
ORD1552,2025-02-02,2025-02-04,CUST329,Robert Swanson,Hone Office,PROD3222,File Folder,Office Supplies,West,Washington,Jasonshire,7,3164,0,22148.0,14331.93,7816.07,Net Banking,Pending,Ortega-Hill,wbishop@moss.com,28,No,0
ORD1553,2024-05-13,2024-05-20,CUST744,Robert Freeman,Hone Office,PROD7721,Mouse,Electronics,North,Ohio,North Amandaborough,2,2912,15,4950.4,4087.47,862.93,Net Banking,Returned,"Kennedy, Smith and Armstrong",tbrown@anderson.com,2,Yes,23
ORD1554,2025-08-05,2025-08-12,CUST299,James Wilson,Consumer,PROD3748,Notebook,Office Supplies,West,Michigan,Shannonmouth,7,868,10,5468.4,4792.83,675.57,Credit Card,Delivered,"Murillo, Wiley and Smith",mossandrew@johnson.com,17,No,0
ORD1555,2024-05-21,2024-05-28,CUST394,Eric Smith,Corporate,PROD2386,Notebook,Office Supplies,North,Pennsylvania,Timothyview,8,3938,10,28353.6,18709.07,9644.53,UPI,Cancelled,Clarke-Bray,steve34@flores-farmer.biz,29,No,0
ORD1556,2025-04-03,2025-04-06,CUST330,Edward Blankenship,Consumer,PROD6238,Sofa,Furniture,North,Maine,East Sierrachester,7,2792,20,15635.2,13772.01,1863.19,Cash,Returned,"Cox, Ingram and Rowland",sheppardalyssa@wagner-turner.com,33,No,0
ORD1557,2025-05-06,2025-05-13,CUST794,Jeanette Moses,Corporate,PROD7344,Snacks,Grocery,East,Hawaii,Port Cheryl,10,1447,10,13023.0,8555.12,4467.88,Net Banking,Returned,Williams Inc,christopher34@pineda-flores.biz,9,Yes,31
ORD1558,2024-12-03,2024-12-07,CUST347,Theresa Matthews,Corporate,PROD7641,Stapler,Office Supplies,South,New Hampshire,North Jenniferburgh,7,300,0,2100.0,1889.57,210.43,Net Banking,Returned,"Perez, Berg and Warren",smithangela@murphy-coleman.com,26,No,0
ORD1559,2024-06-29,2024-07-03,CUST920,Dominic Bryant,Hone Office,PROD9368,File Folder,Office Supplies,North,Arkansas,New Donnaland,6,3233,10,17458.2,13206.96,4251.24,UPI,Pending,Smith-Roman,djimenez@yates.com,39,No,0
ORD1560,2025-08-10,2025-08-11,CUST840,Amy Mosley,Consumer,PROD8227,Juice Pack,Grocery,South,Hawaii,Clarkview,4,316,20,1011.2,640.8,370.4,Credit Card,Delivered,Ross and Sons,bibarra@martin.com,21,No,0
ORD1561,2025-04-12,2025-04-19,CUST164,Chase Gallagher,Hone Office,PROD4110,File Folder,Office Supplies,South,Tennessee,Bradleyview,9,4776,0,42984.0,34198.85,8785.15,UPI,Delivered,"Carter, Villa and Villegas",xyu@turner-mcintyre.com,3,Yes,46
ORD1562,2025-03-23,2025-03-27,CUST480,Brenda Young,Corporate,PROD3355,Calculator,Office Supplies,North,Colorado,Vancefort,6,171,20,820.8,543.56,277.24,UPI,Cancelled,Price Ltd,eric12@brown.net,45,No,0
ORD1563,2025-08-30,2025-08-31,CUST439,Christopher Leblanc,Corporate,PROD8146,Office Chair,Furniture,East,Iowa,Youngmouth,9,308,10,2494.8,1724.6,770.2,UPI,Returned,Copeland Inc,johnsonlaura@miller-turner.com,46,No,0
ORD1564,2024-05-02,2024-05-09,CUST500,Cheryl Wood,Consumer,PROD7226,Juice Pack,Grocery,East,New Jersey,Anitaview,9,1683,15,12874.95,8002.12,4872.83,Cash,Returned,Ford Inc,michele22@harris.com,29,No,0
ORD1565,2024-05-16,2024-05-23,CUST433,Chad Bates,Corporate,PROD2277,File Folder,Office Supplies,West,Arkansas,West Joan,8,4047,0,32376.0,26711.71,5664.29,Cash,Cancelled,Harris-Davis,frodriguez@blake-mendoza.com,19,No,0
ORD1566,2025-12-30,2026-01-02,CUST192,Kayla Keller,Consumer,PROD4174,Bookshelf,Furniture,West,New York,North Rebecca,7,4210,0,29470.0,21485.33,7984.67,Credit Card,Pending,"Frazier, Ford and Diaz",michaelmiller@hoffman-wells.com,2,Yes,43
ORD1567,2025-07-23,2025-07-25,CUST447,Julia Hernandez,Hone Office,PROD7392,Mouse,Electronics,South,New Mexico,New William,7,4459,10,28091.7,24950.87,3140.83,UPI,Returned,"Stokes, Davis and Cooper",hughesashley@rodriguez-smith.net,35,No,0
ORD1568,2025-08-22,2025-08-29,CUST808,Suzanne Moon,Consumer,PROD8210,Laptop,Electronics,North,Nebraska,Mooreburgh,2,3881,15,6597.7,5776.44,821.26,UPI,Cancelled,Dickerson Inc,amber45@meadows-riley.com,30,No,0
ORD1569,2024-04-30,2024-05-03,CUST973,Kelly Burns,Corporate,PROD7170,Cooking Oil,Grocery,West,Tennessee,Port Andres,4,3763,15,12794.2,9122.9,3671.3,UPI,Pending,"Ramos, Rodriguez and Lopez",richardturner@oconnor-montes.com,4,Yes,30
ORD1570,2024-12-01,2024-12-03,CUST892,Sydney Thornton,Consumer,PROD3745,Dining Table,Furniture,East,North Carolina,North Kevinport,8,1678,0,13424.0,8803.82,4620.18,Credit Card,Pending,"Johns, Gonzalez and Stephenson",rstewart@webb-gutierrez.com,14,No,0
ORD1571,2025-10-19,2025-10-21,CUST824,Christopher Fernandez,Corporate,PROD4926,Notebook,Office Supplies,West,Kansas,Lake Courtney,1,466,20,372.8,321.29,51.51,UPI,Returned,"Lopez, Young and Ray",dperez@meadows.com,40,No,0
ORD1572,2024-04-14,2024-04-17,CUST883,Scott Garcia,Consumer,PROD6895,Headphones,Electronics,East,Delaware,Jennifermouth,2,2641,5,5017.9,3866.13,1151.77,Credit Card,Delivered,Hess Group,ewalsh@johnson-white.com,22,No,0
ORD1573,2025-11-28,2025-11-29,CUST127,Anna Reese,Consumer,PROD8796,Sofa,Furniture,West,Nebraska,West Colleen,10,2774,0,27740.0,18368.65,9371.35,Net Banking,Cancelled,"Ho, Gray and Hall",scott05@frank-preston.com,20,No,0
ORD1574,2025-09-19,2025-09-24,CUST654,Rhonda Hernandez,Hone Office,PROD4528,Mouse,Electronics,East,Montana,West Gabriel,5,1723,20,6892.0,5437.04,1454.96,Cash,Returned,King Group,qhenderson@martinez-harrington.info,26,No,0
ORD1575,2025-09-04,2025-09-10,CUST785,Joseph Mullen,Consumer,PROD6532,Keyboard,Electronics,North,Oregon,New Jenniferfurt,7,864,20,4838.4,3914.91,923.49,UPI,Returned,Hurley-Wolfe,nicholasromero@bryant.biz,18,No,0
ORD1576,2025-08-02,2025-08-05,CUST395,Michael Griffith,Consumer,PROD9698,Study Table,Furniture,South,New Hampshire,Clintonborough,4,433,20,1385.6,942.66,442.94,Cash,Pending,"Garcia, Rogers and Howard",sandra34@martin-becker.com,3,Yes,23
ORD1577,2024-02-07,2024-02-14,CUST636,Kerri Ward,Hone Office,PROD5636,Calculator,Office Supplies,East,Missouri,South Gregory,2,4500,10,8100.0,5651.48,2448.52,Cash,Pending,Pham Group,danielsnatalie@mills.info,10,No,0
ORD1578,2025-07-09,2025-07-11,CUST342,Stephanie Reynolds,Hone Office,PROD4703,Monniter,Electronics,East,Florida,Martinshire,2,3345,15,5686.5,4674.5,1012.0,UPI,Returned,"Scott, Chapman and Pace",kellycarr@mcintyre-hooper.org,39,No,0
ORD1579,2025-05-22,2025-05-26,CUST406,Nicole Hughes,Consumer,PROD5119,Laptop,Electronics,East,Pennsylvania,West Daniel,8,4847,0,38776.0,24785.55,13990.45,UPI,Pending,Warren-Jones,brandi93@figueroa.org,44,No,0
ORD1580,2025-01-17,2025-01-18,CUST622,Jacqueline Young,Hone Office,PROD5067,Headphones,Electronics,South,South Carolina,East Josephside,9,3748,5,32045.4,26428.51,5616.89,Cash,Returned,Ramirez PLC,kylemyers@woods-ellison.com,36,No,0
ORD1581,2025-07-17,2025-07-18,CUST103,Hannah Reyes,Corporate,PROD9965,Study Table,Furniture,West,Idaho,South Jenna,6,549,0,3294.0,2621.53,672.47,Net Banking,Returned,Rodriguez-Rodgers,michaeldavies@roberts-lang.net,15,No,0
ORD1582,2025-12-06,2025-12-09,CUST850,Taylor Lopez,Corporate,PROD9065,Laptop,Electronics,North,Mississippi,East Sandra,3,1134,10,3061.8,2484.0,577.8,Credit Card,Delivered,Lam-Wells,tyler07@hardy.biz,26,No,0
ORD1583,2026-01-07,2026-01-12,CUST883,Matthew Miller,Hone Office,PROD1107,Mouse,Electronics,East,Maine,Huntmouth,7,4704,0,32928.0,23611.6,9316.4,Cash,Returned,"Meadows, Scott and Dougherty",rcook@hicks-ray.biz,10,No,0
ORD1584,2024-02-21,2024-02-23,CUST859,Stacy Logan,Hone Office,PROD5202,File Folder,Office Supplies,West,Texas,Brownberg,5,1621,15,6889.25,5827.56,1061.69,UPI,Delivered,Anderson LLC,scottcarolyn@hall.net,20,No,0
ORD1585,2024-07-08,2024-07-11,CUST837,Phillip Parker,Consumer,PROD7253,Sofa,Furniture,East,South Dakota,Gallegosbury,7,4029,15,23972.55,18570.13,5402.42,Net Banking,Delivered,"Mann, Martin and Obrien",barbara74@tucker.com,15,No,0
ORD1586,2024-06-02,2024-06-09,CUST350,Lisa Boyle,Consumer,PROD9576,Sugar,Grocery,East,South Carolina,Lake Steven,3,1807,5,5149.95,3996.47,1153.48,UPI,Delivered,Andrews Inc,ejackson@jenkins.com,43,No,0
